lat,lon,timestamp
42.047514,12.6528211,00:55:00
42.0421093,12.6582839,00:55:30
42.0385327,12.66614,00:56:00
42.0338758,12.672844,00:56:30
42.0280596,12.6776586,00:57:00
42.0213501,12.6784066,00:57:30
42.0152248,12.6743778,00:58:00
42.0089832,12.6707569,00:58:30
42.0021468,12.6707741,00:59:00
41.995306,12.6711922,00:59:30
41.9888554,12.6738974,01:00:00
41.9839939,12.6803622,01:00:30
41.979338,12.6871173,01:01:00
41.9745434,12.6936832,01:01:30
41.9683497,12.6973843,01:02:00
41.9616111,12.6990226,01:02:30
41.9549465,12.701115,01:03:00
41.9487929,12.7049697,01:03:30
41.9447964,12.712371,01:04:00
41.9414725,12.7204202,01:04:30
41.9381156,12.7284439,01:05:00
41.9340196,12.7357613,01:05:30
41.9281508,12.7403936,01:06:00
41.9217411,12.7436327,01:06:30
41.9153236,12.7468424,01:07:00
41.9088818,12.7499602,01:07:30
41.9023118,12.7525518,01:08:00
41.8957549,12.7551947,01:08:30
41.8896716,12.7593901,01:09:00
41.8835779,12.7635345,01:09:30
41.8768502,12.7651581,01:10:00
41.8704947,12.7683413,01:10:30
41.8655652,12.7746971,01:11:00
41.8602181,12.780394,01:11:30
41.8541424,12.7846315,01:12:00
41.8484211,12.7896633,01:12:30
41.8426512,12.7945736,01:13:00
41.8363363,12.798117,01:13:30
41.8298909,12.8012199,01:14:00
41.8236324,12.8049437,01:14:30
41.8170986,12.8075692,01:15:00
41.8104134,12.8093507,01:15:30
41.8053752,12.8153912,01:16:00
41.8014608,12.8229287,01:16:30
41.7975486,12.8304679,01:17:00
41.7935412,12.8379137,01:17:30
41.7894192,12.8452477,01:18:00
41.7852792,12.8525628,01:18:30
41.7811862,12.8599216,01:19:00
41.7785037,12.8683251,01:19:30
41.7765527,12.8771271,01:20:00
41.7745997,12.8859283,01:20:30
41.7726386,12.8947258,01:21:00
41.7707138,12.9035373,01:21:30
41.768814,12.9123583,01:22:00
41.7668529,12.9211551,01:22:30
41.764901,12.929955,01:23:00
41.762954,12.9387569,01:23:30
41.7610116,12.9475603,01:24:00
41.7590713,12.9563643,01:24:30
41.7569871,12.9651051,01:25:00
41.7545194,12.9736679,01:25:30
41.7520309,12.9822192,01:26:00
41.7495984,12.9907981,01:26:30
41.7489136,12.9998843,01:27:00
41.7488284,13.0090622,01:27:30
41.7487512,13.0182402,01:28:00
41.7486788,13.0274182,01:28:30
41.7486169,13.0365963,01:29:00
41.7485674,13.0457746,01:29:30
41.7484801,13.0549524,01:30:00
41.7471991,13.0638108,01:30:30
41.7434331,13.0714759,01:31:00
41.7397151,13.0791823,01:31:30
41.7359625,13.0868586,01:32:00
41.73223,13.0945521,01:32:30
41.728464,13.1022156,01:33:00
41.7247525,13.1099263,01:33:30
41.7210093,13.1176091,01:34:00
41.7172648,13.1252904,01:34:30
41.713516,13.1329674,01:35:00
41.7097597,13.1406374,01:35:30
41.7060065,13.1483095,01:36:00
41.7022583,13.1559857,01:36:30
41.6985138,13.1636648,01:37:00
41.694779,13.1713518,01:37:30
41.6910326,13.1790283,01:38:00
41.6870932,13.1865208,01:38:30
41.6825428,13.193373,01:39:00
41.6779884,13.20022,01:39:30
41.6734269,13.2070579,01:40:00
41.6688686,13.2138992,01:40:30
41.6643145,13.2207449,01:41:00
41.6597606,13.2275907,01:41:30
41.6552133,13.2344437,01:42:00
41.6506873,13.2413204,01:42:30
41.6470918,13.2490996,01:43:00
41.6438359,13.2571613,01:43:30
41.6398562,13.2645574,01:44:00
41.6349346,13.2709281,01:44:30
41.6313587,13.2786823,01:45:00
41.6284443,13.2869727,01:45:30
41.6255302,13.2952629,01:46:00
41.6226126,13.3035507,01:46:30
41.6196876,13.3118332,01:47:00
41.6167821,13.3201278,01:47:30
41.6132221,13.3278546,01:48:00
41.6070142,13.3315234,01:48:30
41.600479,13.3342589,01:49:00
41.594127,13.3375843,01:49:30
41.5894049,13.3441558,01:50:00
41.5850877,13.3512625,01:50:30
41.5808165,13.3584144,01:51:00
41.5772529,13.3662231,01:51:30
41.573966,13.3742534,01:52:00
41.5706402,13.3822546,01:52:30
41.5672351,13.3901957,01:53:00
41.5638885,13.3981807,01:53:30
41.5605475,13.4061695,01:54:00
41.5576753,13.414453,01:54:30
41.5560159,13.4233292,01:55:00
41.554455,13.4322393,01:55:30
41.5528802,13.4411448,01:56:00
41.5512971,13.4500475,01:56:30
41.5497204,13.458952,01:57:00
41.5481539,13.4678595,01:57:30
41.546582,13.4767651,01:58:00
41.5450047,13.4856688,01:58:30
41.5434324,13.4945738,01:59:00
41.5425399,13.5036231,01:59:30
41.5427903,13.5127654,02:00:00
41.5430712,13.5219069,02:00:30
41.5433527,13.5310484,02:01:00
41.5436292,13.5401903,02:01:30
41.5439004,13.5493325,02:02:00
41.5440973,13.5584762,02:02:30
41.5434555,13.5675759,02:03:00
41.5417616,13.5764314,02:03:30
41.5390866,13.5848434,02:04:00
41.5357413,13.592825,02:04:30
41.5323659,13.6007843,02:05:00
41.5289921,13.6087444,02:05:30
41.5256105,13.6166979,02:06:00
41.5222293,13.6246517,02:06:30
41.5188517,13.6326079,02:07:00
41.515459,13.640552,02:07:30
41.5120583,13.6484897,02:08:00
41.5086596,13.6564286,02:08:30
41.5052514,13.6643598,02:09:00
41.5018429,13.6722903,02:09:30
41.498448,13.6802305,02:10:00
41.495035,13.6881568,02:10:30
41.491634,13.6960917,02:11:00
41.4882004,13.704001,02:11:30
41.4848091,13.7119422,02:12:00
41.4814162,13.719882,02:12:30
41.4780037,13.7278066,02:13:00
41.4746023,13.7357391,02:13:30
41.471194,13.7436662,02:14:00
41.4685195,13.7520388,02:14:30
41.4665919,13.7608077,02:15:00
41.4646446,13.7695688,02:15:30
41.4627113,13.7783352,02:16:00
41.460775,13.7871001,02:16:30
41.458851,13.7958695,02:17:00
41.4568919,13.8046247,02:17:30
41.454955,13.8133886,02:18:00
41.4530162,13.8221506,02:18:30
41.4510902,13.8309179,02:19:00
41.4491516,13.8396802,02:19:30
41.4472157,13.8484433,02:20:00
41.4452564,13.8571964,02:20:30
41.4433407,13.8659667,02:21:00
41.4413171,13.8746911,02:21:30
41.4384493,13.8829775,02:22:00
41.4352881,13.8910801,02:22:30
41.4321371,13.8991895,02:23:00
41.4289778,13.9072925,02:23:30
41.4258126,13.9153914,02:24:00
41.4226479,13.9234901,02:24:30
41.4194916,13.9315942,02:25:00
41.4163366,13.939699,02:25:30
41.4131717,13.9477965,02:26:00
41.4100104,13.9558959,02:26:30
41.4068516,13.9639969,02:27:00
41.4036633,13.9720742,02:27:30
41.3992563,13.9790211,02:28:00
41.3944198,13.9854834,02:28:30
41.3895812,13.9919426,02:29:00
41.3847498,13.998411,02:29:30
41.3799827,14.0049628,02:30:00
41.3751438,14.0114202,02:30:30
41.3703023,14.0178723,02:31:00
41.3654807,14.0243516,02:31:30
41.3606359,14.0307997,02:32:00
41.3557964,14.0372544,02:32:30
41.3509586,14.0437107,02:33:00
41.3461429,14.0501953,02:33:30
41.3413235,14.0566751,02:34:00
41.3364789,14.0631211,02:34:30
41.3316661,14.0696086,02:35:00
41.3268069,14.076034,02:35:30
41.3218367,14.0822873,02:36:00
41.3155645,14.0857626,02:36:30
41.3089943,14.0883323,02:37:00
41.302366,14.090583,02:37:30
41.2955343,14.0910673,02:38:00
41.2886873,14.0912109,02:38:30
41.2818403,14.0913545,02:39:00
41.2749933,14.0914982,02:39:30
41.2681463,14.0916438,02:40:00
41.2612995,14.0918067,02:40:30
41.2544533,14.0920019,02:41:00
41.2476062,14.0921387,02:41:30
41.2407599,14.0923185,02:42:00
41.2339247,14.0927295,02:42:30
41.2273598,14.0952958,02:43:00
41.2208315,14.0980438,02:43:30
41.2154679,14.1033591,02:44:00
41.2118827,14.1111149,02:44:30
41.2082848,14.1188598,02:45:00
41.2046929,14.1266092,02:45:30
41.2011126,14.1343678,02:46:00
41.1974881,14.1420894,02:46:30
41.1938496,14.1497951,02:47:00
41.1886976,14.1556937,02:47:30
41.1830709,14.1608798,02:48:00
41.1774451,14.1660669,02:48:30
41.1718048,14.1712262,02:49:00
41.1661676,14.1763906,02:49:30
41.1605354,14.1815646,02:50:00
41.1549274,14.1867841,02:50:30
41.1492913,14.1919493,02:51:00
41.1436502,14.1971047,02:51:30
41.138204,14.2025878,02:52:00
41.1336128,14.209332,02:52:30
41.1291069,14.216178,02:53:00
41.1245826,14.223002,02:53:30
41.1198439,14.2295455,02:54:00
41.1145764,14.2353449,02:54:30
41.1107297,14.2428425,02:55:00
41.107155,14.2505944,02:55:30
41.1035206,14.2582943,02:56:00
41.0994367,14.2655849,02:56:30
41.0953014,14.2728278,02:57:00
41.0911657,14.2800698,02:57:30
41.0868656,14.2871165,02:58:00
41.0815071,14.2927725,02:58:30
41.0761198,14.2983804,02:59:00
41.0706916,14.3039132,02:59:30
41.0647263,14.3083713,03:00:00
41.0590365,14.3133923,03:00:30
41.0537211,14.319117,03:01:00
41.0475217,14.3224318,03:01:30
41.0406969,14.3220603,03:02:00
41.0360602,14.3253699,03:02:30
41.0338206,14.3339489,03:03:00
41.0315832,14.3425287,03:03:30
41.0288152,14.3508084,03:04:00
41.0246904,14.3580393,03:04:30
41.0203146,14.365021,03:05:00
41.0160067,14.3720737,03:05:30
41.0127851,14.3800554,03:06:00
41.0111128,14.3888385,03:06:30
41.0092932,14.3975409,03:07:00
41.0047318,14.4041772,03:07:30
40.9983481,14.4073021,03:08:00
40.9917035,14.409496,03:08:30
40.9852612,14.4124412,03:09:00
40.9802271,14.4185387,03:09:30
40.9757375,14.4253662,03:10:00
40.9724698,14.4333317,03:10:30
40.9693699,14.4414186,03:11:00
40.9662766,14.4495097,03:11:30
40.962393,14.4569552,03:12:00
40.9575729,14.4633255,03:12:30
40.9528273,14.4698015,03:13:00
40.94886,14.4771912,03:13:30
40.9448371,14.4845277,03:14:00
40.939891,14.4907152,03:14:30
40.9338697,14.4950275,03:15:00
40.9278362,14.4993092,03:15:30
40.92225,14.5044568,03:16:00
40.9186716,14.5121135,03:16:30
40.9160586,14.5204875,03:17:00
40.9115982,14.5272303,03:17:30
40.905247,14.5304578,03:18:00
40.8985963,14.5325975,03:18:30
40.8917733,14.5332699,03:19:00
40.8849323,14.5336735,03:19:30
40.8780914,14.5340837,03:20:00
40.8712686,14.5347659,03:20:30
40.8646311,14.5369726,03:21:00
40.8580202,14.5393338,03:21:30
40.851466,14.5419321,03:22:00
40.8454616,14.5462267,03:22:30
40.8402106,14.5520321,03:23:00
40.8350078,14.5579162,03:23:30
40.8301791,14.5643134,03:24:00
40.8258368,14.5713109,03:24:30
40.8214495,14.578259,03:25:00
40.8171296,14.5852789,03:25:30
40.8125701,14.5920102,03:26:00
40.8073242,14.5978234,03:26:30
40.802066,14.6036189,03:27:00
40.796062,14.6077832,03:27:30
40.7902332,14.6121585,03:28:00
40.7851729,14.6181321,03:28:30
40.7806733,14.6248963,03:29:00
40.7765626,14.6321232,03:29:30
40.7754818,14.6408813,03:30:00
40.774402,14.6497513,03:30:30
40.772737,14.6585223,03:31:00
40.7711065,14.6673033,03:31:30
40.7680794,14.6753771,03:32:00
40.7667787,14.6842215,03:32:30
40.7673518,14.6932269,03:33:00
40.7670423,14.7021547,03:33:30
40.7692328,14.7101978,03:34:00
40.772425,14.7179887,03:34:30
40.772499,14.7270284,03:35:00
40.7715621,14.735862,03:35:30
40.7702499,14.7446853,03:36:00
40.7721059,14.7532731,03:36:30
40.7742584,14.7617022,03:37:00
40.7729447,14.7705689,03:37:30
40.7719687,14.7795188,03:38:00
40.7691132,14.7873047,03:38:30
40.7624543,14.7887041,03:39:00
40.7556802,14.787385,03:39:30
40.7489114,14.7860155,03:40:00
40.7424005,14.7834219,03:40:30
40.7370567,14.7777932,03:41:00
40.7306381,14.7753157,03:41:30
40.7238167,14.7759627,03:42:00
40.7172871,14.7783836,03:42:30
40.7105841,14.7800759,03:43:00
40.7039914,14.7783792,03:43:30
40.6973662,14.7800923,03:44:00
40.6970102,14.7873916,03:44:30
40.6969785,14.7963826,03:45:00
40.6985593,14.8051423,03:45:30
40.699042,14.8140415,03:46:00
40.6981178,14.8229889,03:46:30
40.6951612,14.831031,03:47:00
40.6904228,14.8375469,03:47:30
40.6871572,14.8454144,03:48:00
40.6844013,14.8536073,03:48:30
40.6783492,14.8572537,03:49:00
40.6715213,14.8579426,03:49:30
40.6646916,14.8585429,03:50:00
40.6584632,14.8620252,03:50:30
40.6543343,14.86907,03:51:00
40.6509875,14.8769431,03:51:30
40.6475356,14.884738,03:52:00
40.6440804,14.89253,03:52:30
40.640555,14.9002669,03:53:00
40.6370856,14.9080447,03:53:30
40.6342949,14.9162834,03:54:00
40.6315594,14.9245556,03:54:30
40.6289022,14.9328674,03:55:00
40.6280111,14.9417884,03:55:30
40.6254997,14.9501238,03:56:00
40.6225686,14.9582685,03:56:30
40.6206633,14.9669055,03:57:00
40.6198722,14.9758257,03:57:30
40.6173131,14.984095,03:58:00
40.6141286,14.991922,03:58:30
40.6086206,14.9971889,03:59:00
40.6031827,15.002622,03:59:30
40.6008218,15.0106857,04:00:00
40.6019674,15.0195651,04:00:30
40.6031106,15.0284446,04:01:00
40.6049567,15.0370209,04:01:30
40.6071671,15.045492,04:02:00
40.6077184,15.0544534,04:02:30
40.6077106,15.0634734,04:03:00
40.6081756,15.0724466,04:03:30
40.609591,15.0812592,04:04:00
40.6091395,15.0902341,04:04:30
40.6067329,15.0986624,04:05:00
40.6061392,15.1075681,04:05:30
40.606673,15.1165603,04:06:00
40.6074611,15.1255201,04:06:30
40.6098464,15.1338973,04:07:00
40.6130481,15.1418525,04:07:30
40.6136247,15.1507981,04:08:00
40.6158517,15.1593265,04:08:30
40.6181028,15.1678463,04:09:00
40.6216015,15.1755115,04:09:30
40.6256847,15.1827451,04:10:00
40.6269272,15.1914685,04:10:30
40.6261309,15.2004068,04:11:00
40.6277057,15.2091726,04:11:30
40.6283974,15.21811,04:12:00
40.6284496,15.2271318,04:12:30
40.6271803,15.2358445,04:13:00
40.6218957,15.2413644,04:13:30
40.6159687,15.2458614,04:14:00
40.6125481,15.2533538,04:14:30
40.613247,15.2622853,04:15:00
40.6144224,15.2711707,04:15:30
40.6131935,15.2799171,04:16:00
40.6101409,15.2879454,04:16:30
40.6107347,15.2944826,04:17:00
40.6098313,15.303153,04:17:30
40.6080244,15.3118037,04:18:00
40.605058,15.3199307,04:18:30
40.6022982,15.327973,04:19:00
40.598582,15.3353284,04:19:30
40.5955422,15.3430821,04:20:00
40.5965556,15.3517795,04:20:30
40.5983691,15.3602872,04:21:00
40.6010523,15.368482,04:21:30
40.6052233,15.3756343,04:22:00
40.609419,15.3827609,04:22:30
40.6141302,15.3893043,04:23:00
40.6181252,15.396467,04:23:30
40.6193576,15.4053406,04:24:00
40.620483,15.4142377,04:24:30
40.6207611,15.423135,04:25:00
40.6189899,15.4318491,04:25:30
40.6173174,15.4405482,04:26:00
40.615485,15.4491785,04:26:30
40.6148133,15.4581495,04:27:00
40.6126857,15.4667049,04:27:30
40.6130314,15.4750018,04:28:00
40.6174804,15.4817691,04:28:30
40.6168584,15.4905508,04:29:00
40.6198712,15.4984889,04:29:30
40.6209877,15.5073503,04:30:00
40.6226641,15.5160494,04:30:30
40.6233132,15.5250283,04:31:00
40.622614,15.5339715,04:31:30
40.6212685,15.5428167,04:32:00
40.6186955,15.5511326,04:32:30
40.6192704,15.5600483,04:33:00
40.6189989,15.5687646,04:33:30
40.6178304,15.5769686,04:34:00
40.6222389,15.58384,04:34:30
40.6270629,15.5897126,04:35:00
40.6299932,15.5978056,04:35:30
40.6299559,15.6066598,04:36:00
40.6273427,15.6138204,04:36:30
40.6206863,15.615538,04:37:00
40.6167923,15.622869,04:37:30
40.6139103,15.6308768,04:38:00
40.6127851,15.6397663,04:38:30
40.6134487,15.6487054,04:39:00
40.6110513,15.657055,04:39:30
40.6099743,15.6658834,04:40:00
40.6122735,15.6741494,04:40:30
40.6089958,15.6819939,04:41:00
40.6087207,15.6909529,04:41:30
40.6080818,15.6998649,04:42:00
40.6076825,15.7088646,04:42:30
40.60807,15.7178353,04:43:00
40.6095474,15.7266405,04:43:30
40.6113448,15.735344,04:44:00
40.6132446,15.7440012,04:44:30
40.617443,15.7510129,04:45:00
40.6216027,15.7580895,04:45:30
40.6242809,15.7663698,04:46:00
40.6253365,15.7748482,04:46:30
40.6239631,15.7836218,04:47:00
40.6226729,15.7923814,04:47:30
40.6237916,15.8012205,04:48:00
40.6260168,15.8096618,04:48:30
40.6291314,15.8176972,04:49:00
40.6334698,15.8245574,04:49:30
40.6379492,15.8313687,04:50:00
40.6430368,15.8371748,04:50:30
40.6436647,15.8461043,04:51:00
40.6451663,15.8545952,04:51:30
40.648283,15.8625834,04:52:00
40.6527575,15.8692483,04:52:30
40.6569367,15.876327,04:53:00
40.6550571,15.8846452,04:53:30
40.6523086,15.8924655,04:54:00
40.649435,15.9005844,04:54:30
40.6507894,15.9093583,04:55:00
40.6522154,15.9181222,04:55:30
40.6516448,15.9270046,04:56:00
40.6483073,15.9346406,04:56:30
40.6429457,15.9396651,04:57:00
40.6368035,15.9436316,04:57:30
40.631799,15.9497336,04:58:00
40.6250852,15.9503141,04:58:30
40.618626,15.9521067,04:59:00
40.6120087,15.9529539,04:59:30
40.6126822,15.9569564,05:00:00
40.6139917,15.9596642,05:00:30
40.615412,15.9629483,05:01:00
40.6168283,15.9644042,05:01:30
40.6194538,15.9662694,05:02:00
40.6250222,15.9706542,05:02:30
40.6315204,15.9722985,05:03:00
40.6372941,15.9732876,05:03:30
40.6433315,15.9750559,05:04:00
